GSE,CUI,SAB,CODE,STR
GSE11150,C0035372,MSH,D015518,Rett Syndrome
GSE11166,C0006110,ICD9CM,348.82,Brain death
GSE11166,C0022671,ICD9CM,55.6,Transplant of kidney
GSE11166,C1563921,MSH,D050377,Cold Ischemia
GSE11178,C0005961,ICD9CM,41.00,Bone marrow transplant, not otherwise specified
GSE11178,C0005961,ICD9CM,41.00,Bone marrow trnsplnt NOS
GSE11188,C0027651,ICD9CM,140-239.99,NEOPLASMS
GSE11189,C0043407,MSH,D015009,Yersinia Infections
GSE11190,C0524910,MSH,D019698,Hepatitis C, Chronic
GSE11192,C0006309,ICD9CM,023,Brucellosis
GSE11192,C0006309,ICD9CM,023.9,Brucellosis NOS
GSE11192,C0006309,ICD9CM,023.9,Brucellosis, unspecified
GSE11192,C0006309,MSH,D002006,Brucellosis
GSE11192,C0302362,ICD9CM,023.0,Brucella melitensis
GSE11196,C0034069,MSH,D011658,Pulmonary Fibrosis
GSE11199,C0041296,ICD9CM,010-018.99,TUBERCULOSIS
GSE11199,C0041296,MSH,D014376,Tuberculosis
GSE11199,C0041318,ICD9CM,013.0,Tuberculous meningitis
GSE11199,C0041318,ICD9CM,013.00,TB meningitis-unspec
GSE11199,C0041318,ICD9CM,013.00,Tuberculous meningitis, unspecified
GSE11199,C0041318,MSH,D014390,Tuberculosis, Meningeal
GSE11199,C0041327,ICD9CM,011,Pulmonary tuberculosis
GSE11199,C0041327,ICD9CM,011.9,Unspecified pulmonary tuberculosis
GSE11199,C0041327,ICD9CM,011.90,Pulmonary TB NOS-unspec
GSE11199,C0041327,ICD9CM,011.90,Pulmonary tuberculosis, unspecified, unspecified
GSE11199,C0041327,MSH,D014397,Tuberculosis, Pulmonary
GSE11204,C0016719,ICD9CM,334.0,Friedreich's ataxia
GSE11204,C0016719,MSH,D005621,Friedreich Ataxia
GSE11210,C0015695,MSH,D005234,Fatty Liver
GSE11210,C0271650,MSH,D018149,Glucose Intolerance
GSE11217,C0032080,MSH,D010935,Plant Diseases
GSE1122,C0034067,ICD9CM,492,Emphysema
GSE1122,C0034067,MSH,D011656,Pulmonary Emphysema
GSE1122,C0221757,ICD9CM,273.4,Alpha-1-antitrypsin def
GSE1122,C0221757,ICD9CM,273.4,Alpha-1-antitrypsin deficiency
GSE1122,C0221757,MSH,D019896,alpha 1-Antitrypsin Deficiency
GSE11223,C0009324,ICD9CM,556,Ulcerative colitis
GSE11223,C0009324,ICD9CM,556.9,Ulcerative colitis, unspecified
GSE11223,C0009324,ICD9CM,556.9,Ulceratve colitis unspcf
GSE11223,C0009324,MSH,D003093,Colitis, Ulcerative
GSE11227,C0002871,ICD9CM,285.9,Anemia NOS
GSE11227,C0002871,ICD9CM,285.9,Anemia, unspecified
GSE11227,C0002871,MSH,D000740,Anemia
GSE11227,C0022661,ICD9CM,585.6,End stage renal disease
GSE11227,C0022661,MSH,D007676,Kidney Failure, Chronic
GSE11232,C0022658,MSH,D007674,Kidney Diseases
GSE11233,C0006118,ICD9CM,239.6,Brain neoplasm NOS
GSE11233,C0006118,ICD9CM,239.6,Neoplasm of unspecified nature of brain
GSE11234-GPL6762,C0042214,MSH,D014615,Vaccinia
GSE11234-GPL6762,C0276180,ICD9CM,059.01,Monkeypox
GSE11234-GPL6762,C0276180,MSH,D045908,Monkeypox
GSE11234-GPL6763,C0042214,MSH,D014615,Vaccinia
GSE11234-GPL6763,C0276180,ICD9CM,059.01,Monkeypox
GSE11234-GPL6763,C0276180,MSH,D045908,Monkeypox
GSE11234-GPL6764,C0042214,MSH,D014615,Vaccinia
GSE11234-GPL6764,C0276180,ICD9CM,059.01,Monkeypox
GSE11234-GPL6764,C0276180,MSH,D045908,Monkeypox
GSE11235-GPL6765,C0036875,MSH,D012734,Disorders of Sex Development
GSE11235-GPL6766,C0036875,MSH,D012734,Disorders of Sex Development
GSE11235-GPL6767,C0036875,MSH,D012734,Disorders of Sex Development
GSE11235-GPL6768,C0036875,MSH,D012734,Disorders of Sex Development
GSE11247,C0023416,ICD9CM,99.72,Therapeutc leukopheresis
GSE11247,C0023416,ICD9CM,99.72,Therapeutic leukopheresis
GSE11248,C0023416,ICD9CM,99.72,Therapeutc leukopheresis
GSE11248,C0023416,ICD9CM,99.72,Therapeutic leukopheresis
GSE11254,C0014836,ICD9CM,041.49,E.coli infection NEC/NOS
GSE11254,C0014836,ICD9CM,041.49,Other and unspecified Escherichia coli [E. coli]
GSE11254,C0014836,MSH,D004927,Escherichia coli Infections
GSE11255-GPL5959,C0023416,ICD9CM,99.72,Therapeutc leukopheresis
GSE11255-GPL5959,C0023416,ICD9CM,99.72,Therapeutic leukopheresis
GSE11255-GPL6773,C0023416,ICD9CM,99.72,Therapeutc leukopheresis
GSE11255-GPL6773,C0023416,ICD9CM,99.72,Therapeutic leukopheresis
GSE11263,C0006118,ICD9CM,239.6,Brain neoplasm NOS
GSE11263,C0006118,ICD9CM,239.6,Neoplasm of unspecified nature of brain
GSE11265,C0006118,ICD9CM,239.6,Brain neoplasm NOS
GSE11265,C0006118,ICD9CM,239.6,Neoplasm of unspecified nature of brain
GSE11268,C1456246,ICD9CM,041.82,Bacteroides fragilis
GSE11284,C0024198,ICD9CM,088.81,Lyme Disease
GSE11284,C0024198,MSH,D008193,Lyme Disease
GSE11295,C0028754,ICD9CM,278.00,Obesity NOS
GSE11295,C0028754,ICD9CM,278.00,Obesity, unspecified
GSE11295,C0028754,MSH,D009765,Obesity
GSE11297,C0041351,ICD9CM,021,Tularemia
GSE11297,C0041351,ICD9CM,021.9,Tularemia NOS
GSE11297,C0041351,ICD9CM,021.9,Unspecified tularemia
GSE11297,C0041351,MSH,D014406,Tularemia
GSE11300,C0085308,MSH,D016770,Ciliophora Infections
GSE11320-GPL5723,C0006840,ICD9CM,112,Candidiasis
GSE11320-GPL5723,C0006840,ICD9CM,112.9,Candidiasis of unspecified site
GSE11320-GPL5723,C0006840,ICD9CM,112.9,Candidiasis site NOS
GSE11320-GPL5723,C0006840,MSH,D002177,Candidiasis
GSE11320-GPL6808,C0006840,ICD9CM,112,Candidiasis
GSE11320-GPL6808,C0006840,ICD9CM,112.9,Candidiasis of unspecified site
GSE11320-GPL6808,C0006840,ICD9CM,112.9,Candidiasis site NOS
GSE11320-GPL6808,C0006840,MSH,D002177,Candidiasis
GSE11341,C0020542,MSH,D006976,Hypertension, Pulmonary
GSE11343,C0011882,ICD9CM,250.6,Diabetes with neurological manifestations
GSE11343,C0011882,MSH,D003929,Diabetic Neuropathies
GSE11348,C0031887,MSH,D010850,Picornaviridae Infections
GSE11358,C0020179,ICD9CM,333.4,Huntington's chorea
GSE11358,C0020179,MSH,D006816,Huntington Disease
GSE11372-GPL1426,C0002895,ICD9CM,282.6,Sickle-cell disease
GSE11372-GPL1426,C0002895,ICD9CM,282.60,Sickle cell disease NOS
GSE11372-GPL1426,C0002895,ICD9CM,282.60,Sickle-cell disease, unspecified
GSE11372-GPL1426,C0002895,MSH,D000755,Anemia, Sickle Cell
GSE11372-GPL2986,C0002895,ICD9CM,282.6,Sickle-cell disease
GSE11372-GPL2986,C0002895,ICD9CM,282.60,Sickle cell disease NOS
GSE11372-GPL2986,C0002895,ICD9CM,282.60,Sickle-cell disease, unspecified
GSE11372-GPL2986,C0002895,MSH,D000755,Anemia, Sickle Cell
GSE11382,C0019163,MSH,D006509,Hepatitis B
GSE11382,C0079487,MSH,D016481,Helicobacter Infections
GSE11388,C0038395,MSH,D013290,Streptococcal Infections
GSE11388,C0162627,MSH,D017192,Skin Diseases, Bacterial
GSE1139,C0006118,ICD9CM,239.6,Brain neoplasm NOS
GSE1139,C0006118,ICD9CM,239.6,Neoplasm of unspecified nature of brain
GSE11393,C0020474,MSH,D006950,Hyperlipidemia, Familial Combined
GSE11396,C0015695,MSH,D005234,Fatty Liver
GSE11400,C0008925,ICD9CM,749.0,Cleft palate
GSE11400,C0008925,ICD9CM,749.00,Cleft palate NOS
GSE11400,C0008925,ICD9CM,749.00,Cleft palate, unspecified
GSE11404,C0001249,MSH,D000189,Actinobacillus Infections
GSE11404,C0004626,ICD9CM,482.9,Bacterial pneumonia NOS
GSE11404,C0004626,ICD9CM,482.9,Bacterial pneumonia, unspecified
GSE11404,C0004626,MSH,D018410,Pneumonia, Bacterial
GSE11419,C0020179,ICD9CM,333.4,Huntington's chorea
GSE11419,C0020179,MSH,D006816,Huntington Disease
GSE11426,C0003123,ICD9CM,783.0,Anorexia
GSE11426,C0003123,MSH,D000855,Anorexia
GSE11426,C0006625,ICD9CM,799.4,Cachexia
GSE11426,C0039082,MSH,D013577,Syndrome
GSE11427,C0003864,MSH,D001168,Arthritis
GSE1143,C0018800,ICD9CM,429.3,Cardiomegaly
GSE11434,C0034063,MSH,D011654,Pulmonary Edema
GSE11439,C0027092,ICD9CM,367.1,Myopia
GSE11439,C0027092,MSH,D009216,Myopia
GSE11442,C0009450,MSH,D007239,Infection
GSE11444,C0009450,MSH,D007239,Infection
GSE11446,C0001314,MSH,D000208,Acute Disease
GSE11446,C0023860,ICD9CM,027.0,Listeriosis
GSE11446,C0023860,MSH,D008088,Listeriosis
GSE11448,C0013080,ICD9CM,758.0,Down's syndrome
GSE11448,C0013080,MSH,D004314,Down Syndrome
GSE11448,C0041107,MSH,D014314,Trisomy
GSE11460,C0012979,MSH,D004283,Dog Diseases
GSE11460,C0026266,MSH,D008944,Mitral Valve Insufficiency
GSE11472,C0013080,ICD9CM,758.0,Down's syndrome
GSE11472,C0013080,MSH,D004314,Down Syndrome
GSE11472,C0041107,MSH,D014314,Trisomy
GSE11479,C0009450,MSH,D007239,Infection
GSE11492,C0015695,MSH,D005234,Fatty Liver
GSE11500,C0085413,ICD9CM,753.13,Polycyst kid-autosom dom
GSE11500,C0085413,ICD9CM,753.13,Polycystic kidney, autosomal dominant
GSE11500,C0085413,MSH,D016891,Polycystic Kidney, Autosomal Dominant
GSE11507,C0008313,MSH,D015209,Cholangitis, Sclerosing
GSE11509,C0014836,ICD9CM,041.49,E.coli infection NEC/NOS
GSE11509,C0014836,ICD9CM,041.49,Other and unspecified Escherichia coli [E. coli]
GSE11509,C0014836,MSH,D004927,Escherichia coli Infections
GSE11509,C0032851,MSH,D011201,Poultry Diseases
GSE11509,C0042029,ICD9CM,599.0,Urin tract infection NOS
GSE11509,C0042029,ICD9CM,599.0,Urinary tract infection, site not specified
GSE11509,C0042029,MSH,D014552,Urinary Tract Infections
GSE11513-GPL6875,C0022658,MSH,D007674,Kidney Diseases
GSE11513-GPL6875,C0022661,ICD9CM,585.6,End stage renal disease
GSE11513-GPL6875,C0022661,MSH,D007676,Kidney Failure, Chronic
GSE11513-GPL6876,C0022658,MSH,D007674,Kidney Diseases
GSE11513-GPL6876,C0022661,ICD9CM,585.6,End stage renal disease
GSE11513-GPL6876,C0022661,MSH,D007676,Kidney Failure, Chronic
GSE11513-GPL6877,C0022658,MSH,D007674,Kidney Diseases
GSE11513-GPL6877,C0022661,ICD9CM,585.6,End stage renal disease
GSE11513-GPL6877,C0022661,MSH,D007676,Kidney Failure, Chronic
GSE11513-GPL6878,C0022658,MSH,D007674,Kidney Diseases
GSE11513-GPL6878,C0022661,ICD9CM,585.6,End stage renal disease
GSE11513-GPL6878,C0022661,MSH,D007676,Kidney Failure, Chronic
GSE11517,C0006118,ICD9CM,239.6,Brain neoplasm NOS
GSE11517,C0006118,ICD9CM,239.6,Neoplasm of unspecified nature of brain
GSE1152-GPL96,C0009324,ICD9CM,556,Ulcerative colitis
GSE1152-GPL96,C0009324,ICD9CM,556.9,Ulcerative colitis, unspecified
GSE1152-GPL96,C0009324,ICD9CM,556.9,Ulceratve colitis unspcf
GSE1152-GPL96,C0009324,MSH,D003093,Colitis, Ulcerative
GSE1152-GPL96,C0010346,MSH,D003424,Crohn Disease
GSE1152-GPL96,C0021390,MSH,D015212,Inflammatory Bowel Diseases
GSE1152-GPL97,C0009324,ICD9CM,556,Ulcerative colitis
GSE1152-GPL97,C0009324,ICD9CM,556.9,Ulcerative colitis, unspecified
GSE1152-GPL97,C0009324,ICD9CM,556.9,Ulceratve colitis unspcf
GSE1152-GPL97,C0009324,MSH,D003093,Colitis, Ulcerative
GSE1152-GPL97,C0010346,MSH,D003424,Crohn Disease
GSE1152-GPL97,C0021390,MSH,D015212,Inflammatory Bowel Diseases
GSE11524,C0002895,ICD9CM,282.6,Sickle-cell disease
GSE11524,C0002895,ICD9CM,282.60,Sickle cell disease NOS
GSE11524,C0002895,ICD9CM,282.60,Sickle-cell disease, unspecified
GSE11524,C0002895,MSH,D000755,Anemia, Sickle Cell
GSE11529,C0020632,ICD9CM,07.6,Hypophysectomy
GSE11529,C0020632,ICD9CM,07.69,Total exc pituitary NOS
GSE11529,C0020632,ICD9CM,07.69,Total excision of pituitary gland, unspecified approach
GSE11533,C0009324,ICD9CM,556,Ulcerative colitis
GSE11533,C0009324,ICD9CM,556.9,Ulcerative colitis, unspecified
GSE11533,C0009324,ICD9CM,556.9,Ulceratve colitis unspcf
GSE11533,C0009324,MSH,D003093,Colitis, Ulcerative
GSE11533,C0010346,MSH,D003424,Crohn Disease
GSE11534,C0009324,ICD9CM,556,Ulcerative colitis
GSE11534,C0009324,ICD9CM,556.9,Ulcerative colitis, unspecified
GSE11534,C0009324,ICD9CM,556.9,Ulceratve colitis unspcf
GSE11534,C0009324,MSH,D003093,Colitis, Ulcerative
GSE11534,C0010346,MSH,D003424,Crohn Disease
GSE11536,C0019196,ICD9CM,070.7,Unspecified viral hepatitis C
GSE11536,C0019196,MSH,D006526,Hepatitis C
GSE11536,C0023890,MSH,D008103,Liver Cirrhosis
GSE11538,C0011175,ICD9CM,276.51,Dehydration
GSE11538,C0011175,MSH,D003681,Dehydration
GSE11539,C0027651,ICD9CM,140-239.99,NEOPLASMS
GSE11544,C0029118,MSH,D009894,Opportunistic Infections
GSE11544,C0032080,MSH,D010935,Plant Diseases
GSE11544,C0033817,MSH,D011552,Pseudomonas Infections
GSE11546,C0036341,ICD9CM,295,Schizophrenic disorders
GSE11546,C0036341,ICD9CM,295.9,Unspecified schizophrenia
GSE11546,C0036341,ICD9CM,295.90,Schizophrenia NOS-unspec
GSE11546,C0036341,ICD9CM,295.90,Unspecified schizophrenia, unspecified
GSE11548,C0032080,MSH,D010935,Plant Diseases
GSE1155,C0036572,ICD9CM,780.3,Convulsions
GSE11553,C0010346,MSH,D003424,Crohn Disease
GSE11553,C0033860,MSH,D011565,Psoriasis
GSE11554,C0085423,MSH,D016905,Gram-Negative Bacterial Infections
GSE11555,C0085423,MSH,D016905,Gram-Negative Bacterial Infections
GSE11556-GPL81,C0009324,ICD9CM,556,Ulcerative colitis
GSE11556-GPL81,C0009324,ICD9CM,556.9,Ulcerative colitis, unspecified
GSE11556-GPL81,C0009324,ICD9CM,556.9,Ulceratve colitis unspcf
GSE11556-GPL81,C0009324,MSH,D003093,Colitis, Ulcerative
GSE11556-GPL81,C0010346,MSH,D003424,Crohn Disease
GSE11556-GPL8321,C0009324,ICD9CM,556,Ulcerative colitis
GSE11556-GPL8321,C0009324,ICD9CM,556.9,Ulcerative colitis, unspecified
GSE11556-GPL8321,C0009324,ICD9CM,556.9,Ulceratve colitis unspcf
GSE11556-GPL8321,C0009324,MSH,D003093,Colitis, Ulcerative
GSE11556-GPL8321,C0010346,MSH,D003424,Crohn Disease
GSE11557,C0023470,ICD9CM,205,Myeloid leukemia
GSE11557,C0023470,ICD9CM,205.9,Unspecified myeloid leukemia
GSE11564,C0005961,ICD9CM,41.00,Bone marrow transplant, not otherwise specified
GSE11564,C0005961,ICD9CM,41.00,Bone marrow trnsplnt NOS
GSE11564,C0023434,ICD9CM,204.1,Lymphoid leukemia, chronic
GSE11565-GPL6895,C0023473,ICD9CM,205.1,Myeloid leukemia, chronic
GSE11565-GPL6896,C0023473,ICD9CM,205.1,Myeloid leukemia, chronic
GSE11569-GPL3429,C0206617,MSH,D018188,Cardiovirus Infections
GSE11569-GPL6862,C0206617,MSH,D018188,Cardiovirus Infections
GSE11573-GPL2843,C0950124,MSH,D030361,Papillomavirus Infections
GSE11573-GPL5477,C0950124,MSH,D030361,Papillomavirus Infections
GSE11574,C0524851,MSH,D019636,Neurodegenerative Diseases
GSE11575,C0003873,ICD9CM,714.0,Rheumatoid arthritis
GSE11575,C0003873,MSH,D001172,Arthritis, Rheumatoid
GSE11577,C0023418,ICD9CM,208,Leukemia of unspecified cell type
GSE11577,C0023418,ICD9CM,208.9,Unspecified leukemia
GSE11578,C0027651,ICD9CM,140-239.99,NEOPLASMS
GSE1159,C0001314,MSH,D000208,Acute Disease
GSE1159,C0023467,ICD9CM,205.0,Myeloid leukemia, acute
GSE1159,C0023470,ICD9CM,205,Myeloid leukemia
GSE1159,C0023470,ICD9CM,205.9,Unspecified myeloid leukemia
GSE11591,C0005961,ICD9CM,41.00,Bone marrow transplant, not otherwise specified
GSE11591,C0005961,ICD9CM,41.00,Bone marrow trnsplnt NOS
GSE11596,C0035372,MSH,D015518,Rett Syndrome
GSE11611,C0032080,MSH,D010935,Plant Diseases
GSE11632,C0002170,ICD9CM,704.0,Alopecia
GSE11632,C0002170,ICD9CM,704.00,Alopecia NOS
GSE11632,C0002170,ICD9CM,704.00,Alopecia, unspecified
GSE11632,C0162316,ICD9CM,280,Iron deficiency anemias
GSE11632,C0162316,ICD9CM,280.9,Iron defic anemia NOS
GSE11632,C0162316,ICD9CM,280.9,Iron deficiency anemia, unspecified
GSE11632,C0162316,MSH,D018798,Anemia, Iron-Deficiency
GSE11633,C0030567,ICD9CM,332,Parkinson's disease
GSE11633,C0030567,ICD9CM,332.0,Paralysis agitans
GSE11633,C0030567,MSH,D010300,Parkinson Disease
GSE11635,C0023434,ICD9CM,204.1,Lymphoid leukemia, chronic
GSE11635,C0024301,ICD9CM,202.0,Nodular lymphoma
GSE11635,C0334634,ICD9CM,200.4,Mantle cell lymphoma
GSE11657,C0011175,ICD9CM,276.51,Dehydration
GSE11657,C0011175,MSH,D003681,Dehydration
GSE11658-GPL198,C0011175,ICD9CM,276.51,Dehydration
GSE11658-GPL198,C0011175,MSH,D003681,Dehydration
GSE11658-GPL9062,C0011175,ICD9CM,276.51,Dehydration
GSE11658-GPL9062,C0011175,MSH,D003681,Dehydration
GSE11661,C0018800,ICD9CM,429.3,Cardiomegaly
GSE11661,C0018801,ICD9CM,428,Heart failure
GSE11661,C0018801,ICD9CM,428.9,Heart failure NOS
GSE11661,C0018801,ICD9CM,428.9,Heart failure, unspecified
GSE11661,C0018801,MSH,D006333,Heart Failure
GSE11665,C1800706,ICD9CM,516.31,Idiopath pulmon fibrosis
GSE11665,C1800706,ICD9CM,516.31,Idiopathic pulmonary fibrosis
GSE11665,C1800706,MSH,D054990,Idiopathic Pulmonary Fibrosis
GSE11668,C0027651,ICD9CM,140-239.99,NEOPLASMS
GSE11670,C0023470,ICD9CM,205,Myeloid leukemia
GSE11670,C0023470,ICD9CM,205.9,Unspecified myeloid leukemia
GSE11675,C0023473,ICD9CM,205.1,Myeloid leukemia, chronic
GSE11681-GPL96,C0686353,MSH,D049288,Muscular Dystrophies, Limb-Girdle
GSE11681-GPL97,C0686353,MSH,D049288,Muscular Dystrophies, Limb-Girdle
GSE11691,C0014175,ICD9CM,617,Endometriosis
GSE11691,C0014175,ICD9CM,617.9,Endometriosis NOS
GSE11691,C0014175,ICD9CM,617.9,Endometriosis, site unspecified
GSE11691,C0014175,MSH,D004715,Endometriosis
GSE11697,C0242339,MSH,D050171,Dyslipidemias
GSE11697,C0524620,ICD9CM,277.7,Dysmetabolic syndrome x
GSE11697,C0524620,MSH,D024821,Metabolic Syndrome X
GSE11704,C1175175,ICD9CM,079.82,SARS assoc coronavirus
GSE11704,C1175175,ICD9CM,079.82,SARS-associated coronavirus
GSE11704,C1175175,MSH,D045169,Severe Acute Respiratory Syndrome
GSE11705,C0015967,ICD9CM,780.60,Fever NOS
GSE11705,C0015967,ICD9CM,780.60,Fever, unspecified
GSE11705,C0038395,MSH,D013290,Streptococcal Infections
GSE11706,C0036330,ICD9CM,120.1,Schistosoma mansoni
GSE11711,C0040247,MSH,D014005,Tinea
GSE11756,C0027651,ICD9CM,140-239.99,NEOPLASMS
GSE11759,C0009319,MSH,D003092,Colitis
GSE11759,C0021390,MSH,D015212,Inflammatory Bowel Diseases
GSE11766,C0023473,ICD9CM,205.1,Myeloid leukemia, chronic
GSE11768-GPL81,C0014175,ICD9CM,617,Endometriosis
GSE11768-GPL81,C0014175,ICD9CM,617.9,Endometriosis NOS
GSE11768-GPL81,C0014175,ICD9CM,617.9,Endometriosis, site unspecified
GSE11768-GPL81,C0014175,MSH,D004715,Endometriosis
GSE11768-GPL8300,C0014175,ICD9CM,617,Endometriosis
GSE11768-GPL8300,C0014175,ICD9CM,617.9,Endometriosis NOS
GSE11768-GPL8300,C0014175,ICD9CM,617.9,Endometriosis, site unspecified
GSE11768-GPL8300,C0014175,MSH,D004715,Endometriosis
GSE11769-GPL81,C0014175,ICD9CM,617,Endometriosis
GSE11769-GPL81,C0014175,ICD9CM,617.9,Endometriosis NOS
GSE11769-GPL81,C0014175,ICD9CM,617.9,Endometriosis, site unspecified
GSE11769-GPL81,C0014175,MSH,D004715,Endometriosis
GSE11769-GPL8300,C0014175,ICD9CM,617,Endometriosis
GSE11769-GPL8300,C0014175,ICD9CM,617.9,Endometriosis NOS
GSE11769-GPL8300,C0014175,ICD9CM,617.9,Endometriosis, site unspecified
GSE11769-GPL8300,C0014175,MSH,D004715,Endometriosis
GSE11769-GPL96,C0014175,ICD9CM,617,Endometriosis
GSE11769-GPL96,C0014175,ICD9CM,617.9,Endometriosis NOS
GSE11769-GPL96,C0014175,ICD9CM,617.9,Endometriosis, site unspecified
GSE11769-GPL96,C0014175,MSH,D004715,Endometriosis
GSE11776,C0032080,MSH,D010935,Plant Diseases
GSE11777,C0002884,MSH,D000747,Anemia, Hypochromic
GSE11783,C0282488,MSH,D018856,Cystitis, Interstitial
GSE11784,C0024117,MSH,D029424,Pulmonary Disease, Chronic Obstructive
GSE11787,C0018482,MSH,D006192,Haemophilus Infections
GSE11787,C0039006,MSH,D013553,Swine Diseases
GSE11790,C0028754,ICD9CM,278.00,Obesity NOS
GSE11790,C0028754,ICD9CM,278.00,Obesity, unspecified
GSE11790,C0028754,MSH,D009765,Obesity
GSE11794-GPL81,C0023418,ICD9CM,208,Leukemia of unspecified cell type
GSE11794-GPL81,C0023418,ICD9CM,208.9,Unspecified leukemia
GSE11794-GPL82,C0023418,ICD9CM,208,Leukemia of unspecified cell type
GSE11794-GPL82,C0023418,ICD9CM,208.9,Unspecified leukemia
GSE11794-GPL83,C0023418,ICD9CM,208,Leukemia of unspecified cell type
GSE11794-GPL83,C0023418,ICD9CM,208.9,Unspecified leukemia
GSE11812,C0027651,ICD9CM,140-239.99,NEOPLASMS
GSE11820,C0036118,MSH,D012481,Salmonella Infections, Animal
GSE11822,C0006118,ICD9CM,239.6,Brain neoplasm NOS
GSE11822,C0006118,ICD9CM,239.6,Neoplasm of unspecified nature of brain
GSE11827,C0003873,ICD9CM,714.0,Rheumatoid arthritis
GSE11827,C0003873,MSH,D001172,Arthritis, Rheumatoid
GSE11831,C0009378,ICD9CM,45.23,Colonoscopy
GSE11831,C0010346,MSH,D003424,Crohn Disease
GSE11839,C0282488,MSH,D018856,Cystitis, Interstitial
GSE11842,C0033575,ICD9CM,602.9,Prostatic disorder NOS
GSE11842,C0033575,ICD9CM,602.9,Unspecified disorder of prostate
GSE11842,C0033575,MSH,D011469,Prostatic Diseases
GSE11843,C0011303,MSH,D003711,Demyelinating Diseases
GSE11843,C0026769,ICD9CM,340,Multiple sclerosis
GSE11843,C0026769,MSH,D009103,Multiple Sclerosis
GSE11845,C0028754,ICD9CM,278.00,Obesity NOS
GSE11845,C0028754,ICD9CM,278.00,Obesity, unspecified
GSE11845,C0028754,MSH,D009765,Obesity
GSE11845,C0029456,ICD9CM,733.0,Osteoporosis
GSE11845,C0029456,ICD9CM,733.00,Osteoporosis NOS
GSE11845,C0029456,ICD9CM,733.00,Osteoporosis, unspecified
GSE11845,C0029456,MSH,D010024,Osteoporosis
GSE11847,C0039585,ICD9CM,259.5,Androgen insensitivity syndrome
GSE11847,C0039585,ICD9CM,259.51,Androgen insensitivity syndrome
GSE11847,C0039585,ICD9CM,259.51,Androgen insensitvty syn
GSE11847,C0039585,MSH,D013734,Androgen-Insensitivity Syndrome
GSE11851,C0008679,MSH,D002908,Chronic Disease
GSE11851,C0034065,MSH,D011655,Pulmonary Embolism
GSE11866-GPL4819,C0026764,ICD9CM,203.0,Multiple myeloma
GSE11866-GPL4820,C0026764,ICD9CM,203.0,Multiple myeloma
GSE11868,C0011860,MSH,D003924,Diabetes Mellitus, Type 2
GSE11870,C0007820,ICD9CM,430-438.99,CEREBROVASCULAR DISEASE
GSE11870,C0007820,ICD9CM,437.9,Cerebrovasc disease NOS
GSE11870,C0007820,ICD9CM,437.9,Unspecified cerebrovascular disease
GSE11881,C0023911,ICD9CM,50.5,Liver transplant
GSE11882,C0002395,ICD9CM,331.0,Alzheimer's disease
GSE11882,C0002395,MSH,D000544,Alzheimer Disease
GSE11884,C0009319,MSH,D003092,Colitis
GSE11886,C0038013,ICD9CM,720.0,Ankylosing spondylitis
GSE11886,C0038013,MSH,D013167,Spondylitis, Ankylosing
GSE11889,C0023473,ICD9CM,205.1,Myeloid leukemia, chronic
GSE11898,C0017658,MSH,D005921,Glomerulonephritis
GSE11898,C0020951,MSH,D007105,Immune Complex Diseases
GSE11898,C0024141,ICD9CM,710.0,Syst lupus erythematosus
GSE11898,C0024141,ICD9CM,710.0,Systemic lupus erythematosus
GSE11898,C0024141,MSH,D008180,Lupus Erythematosus, Systemic
GSE11898,C0024143,MSH,D008181,Lupus Nephritis
GSE11901,C0027651,ICD9CM,140-239.99,NEOPLASMS
GSE11903,C0033860,MSH,D011565,Psoriasis
GSE11905,C0002170,ICD9CM,704.0,Alopecia
GSE11905,C0002170,ICD9CM,704.00,Alopecia NOS
GSE11905,C0002170,ICD9CM,704.00,Alopecia, unspecified
GSE11905,C0023646,ICD9CM,697.0,Lichen planus
